input_text,simplified_phrase
"Simplify this emergency instruction into concise, actionable phrases: Make sure you call an ambulance and wait outside for them to arrive and help others if you can.",Call Ambulance. Wait Outside.
"Simplify this emergency instruction into concise, actionable phrases: Action required: apply direct pressure to the wound and elevate the injured area without panicking.",Apply Pressure. Elevate Wound.
"Simplify this emergency instruction into concise, actionable phrases: Emergency: stay away from electrical outlets and avoid using wired devices before the situation worsens.",Avoid Outlets. No Wired Devices.
"Simplify this emergency instruction into concise, actionable phrases: Keep the injured person still and monitor breathing following emergency procedures.",Keep Still. Monitor Breathing.
"Simplify this emergency instruction into concise, actionable phrases: You must stay inside your vehicle and wait for emergency responders as soon as possible.",Stay In Vehicle. Wait.
"Simplify this emergency instruction into concise, actionable phrases: Action required: crawl under the smoke to reach the nearest safe exit immediately.",Crawl Under Smoke. Find Exit.
"Simplify this emergency instruction into concise, actionable phrases: Attention: do not use the elevators, use the emergency fire stairs to ensure your safety.",No Elevators. Use Stairs.
"Simplify this emergency instruction into concise, actionable phrases: Emergency: crawl under the smoke to reach the nearest safe exit immediately.",Crawl Under Smoke. Find Exit.
"Simplify this emergency instruction into concise, actionable phrases: Warning: move to higher ground immediately to avoid the floodwaters without panicking.",Move Higher. Avoid Flood.
"Simplify this emergency instruction into concise, actionable phrases: Please make sure to crawl under the smoke to reach the nearest safe exit as soon as possible.",Crawl Under Smoke. Find Exit.
"Simplify this emergency instruction into concise, actionable phrases: Warning: turn off the main gas valve and evacuate the premises without panicking.",Turn Off Gas. Evacuate.
"Simplify this emergency instruction into concise, actionable phrases: Attention: crawl under the smoke to reach the nearest safe exit and help others if you can.",Crawl Under Smoke. Find Exit.
"Simplify this emergency instruction into concise, actionable phrases: Quickly drop to the floor, take cover under a sturdy table, and hold on as soon as possible.",Drop. Cover. Hold On.
"Simplify this emergency instruction into concise, actionable phrases: Warning: move to higher ground immediately to avoid the floodwaters right now.",Move Higher. Avoid Flood.
"Simplify this emergency instruction into concise, actionable phrases: Attention: lock the doors, turn off the lights, and remain silent carefully.",Lock Doors. Lights Off. Remain Silent.
"Simplify this emergency instruction into concise, actionable phrases: Please make sure to turn off the main gas valve and evacuate the premises and help others if you can.",Turn Off Gas. Evacuate.
"Simplify this emergency instruction into concise, actionable phrases: Without delay, find a safe place to hide and stay quiet until help arrives and help others if you can.",Hide. Stay Quiet.
"Simplify this emergency instruction into concise, actionable phrases: Attention: leave your belongings behind and evacuate the building immediately before the situation worsens.",Leave Belongings. Evacuate Now.
"Simplify this emergency instruction into concise, actionable phrases: Without delay, lock the doors, turn off the lights, and remain silent as instructed.",Lock Doors. Lights Off. Remain Silent.
"Simplify this emergency instruction into concise, actionable phrases: It is very important that you stay inside your vehicle and wait for emergency responders and help others if you can.",Stay In Vehicle. Wait.
"Simplify this emergency instruction into concise, actionable phrases: For your safety, please move away from the windows and find a secure room to ensure your safety.",Away From Windows. Secure Room.
"Simplify this emergency instruction into concise, actionable phrases: For your safety, please crawl under the smoke to reach the nearest safe exit as instructed.",Crawl Under Smoke. Find Exit.
"Simplify this emergency instruction into concise, actionable phrases: Attention: crawl under the smoke to reach the nearest safe exit to ensure your safety.",Crawl Under Smoke. Find Exit.
"Simplify this emergency instruction into concise, actionable phrases: Make sure you stay inside your vehicle and wait for emergency responders as soon as possible.",Stay In Vehicle. Wait.
"Simplify this emergency instruction into concise, actionable phrases: Action required: activate the fire alarm on your way out of the corridor without panicking.",Activate Alarm. Exit Corridor.
"Simplify this emergency instruction into concise, actionable phrases: I need you to immediately do not use the elevators, use the emergency fire stairs before the situation worsens.",No Elevators. Use Stairs.
"Simplify this emergency instruction into concise, actionable phrases: Right now, you need to stay inside your vehicle and wait for emergency responders and help others if you can.",Stay In Vehicle. Wait.
"Simplify this emergency instruction into concise, actionable phrases: Kindly do not use the elevators, use the emergency fire stairs right now.",No Elevators. Use Stairs.
"Simplify this emergency instruction into concise, actionable phrases: For your safety, please leave your belongings behind and evacuate the building immediately and stay calm.",Leave Belongings. Evacuate Now.
"Simplify this emergency instruction into concise, actionable phrases: I need you to immediately drop to the floor, take cover under a sturdy table, and hold on before the situation worsens.",Drop. Cover. Hold On.
"Simplify this emergency instruction into concise, actionable phrases: Move inland to higher ground immediately after the warning if it is safe to do so.",Inland. Higher Ground.
